Active,Name,Date-Time(UTC),Alt,Azmu,HTML,StarNo,RA(J2000),DEC(J2000),T_MAX(HJD),T_MAX(UT),tau,U_min,A_MAX,D_mag,f_bl,I_bl,I_o
True,BLG-1609,8-13-2015 1:48:0,23.6069963052,170.299443362,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1609.html,BLG511.29  ,18:03:17.71,-26:54:25.6,2457261.240,2015-08-26.74,23.154,0.578,1.939,0.719,1.000,16.421,16.421
True,BLG-1643,8-13-2015 1:48:0,21.5069706635,172.592145783,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1643.html,BLG505.16  ,17:55:01.64,-29:16:00.3,2457286.284,2015-09-20.78,31.391,0.000,9991.7,9.999,1.000,16.832,16.832
True,BLG-1656,8-13-2015 1:48:0,22.9189583335,178.113897695,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1656.html,BLG612.10  ,17:31:17.99,-28:13:39.3,2457267.757,2015-09-02.26,28.181,0.000,42700,11.576,1.000,16.337,16.337
True,BLG-1705,8-13-2015 1:48:0,21.1579648357,172.317848564,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1705.html,BLG505.06  ,17:56:22.85,-29:35:00.0,2457264.664,2015-08-30.16,19.031,0.000,313371,13.740,1.000,16.398,16.398
True,BLG-1739,8-13-2015 1:48:0,21.6518598052,173.244170242,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1739.html,BLG500.04  ,17:52:11.52,-29:11:22.1,2457332.803,2015-11-06.30,52.223,0.000,38896,11.475,1.000,16.861,16.861
True,BLG-1755,8-13-2015 1:48:0,22.1858701091,166.716589484,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1755.html,BLG531.22  ,18:19:02.66,-27:43:45.7,2457431.327,2016-02-12.83,99.764,0.000,12756,10.264,1.000,13.937,13.937
True,BLG-1769,8-13-2015 1:48:0,21.041898404,173.154973467,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1769.html,BLG501.20  ,17:52:52.12,-29:47:13.9,2457254.181,2015-08-19.68,11.016,0.000,34498,11.345,1.000,16.804,16.804
True,BLG-0642,8-13-2015 2:42:0,25.2479925977,192.392345331,http://ogle.astrouw.edu.pl/ogle4/ews/blg-0642.html,BLG715.13  ,17:34:09.47,-24:52:57.1,2457314.420,2015-10-18.92,120.795,0.161,6.263,1.992,1.000,16.739,16.739
True,BLG-0729,8-13-2015 2:42:0,21.3322152424,183.729253965,http://ogle.astrouw.edu.pl/ogle4/ews/blg-0729.html,BLG520.05  ,18:07:34.38,-29:44:17.4,2457319.048,2015-10-23.55,92.671,0.221,4.614,1.660,1.000,16.338,16.338
True,BLG-1473,8-13-2015 2:42:0,21.7160237237,186.536221843,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1473.html,BLG505.24  ,17:55:45.50,-29:08:48.2,2457275.233,2015-09-09.73,45.291,0.978,1.358,0.332,1.000,16.488,16.488
True,BLG-1479,8-13-2015 2:42:0,23.0613343061,182.809104656,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1479.html,BLG524.32  ,18:11:51.71,-28:03:16.4,2457266.252,2015-08-31.75,39.120,0.746,1.606,0.514,1.000,16.485,16.485
True,BLG-1516,8-13-2015 2:42:0,22.1031226195,185.754318407,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1516.html,BLG505.27  ,17:59:13.76,-28:49:50.0,2457289.136,2015-09-23.64,64.333,0.343,3.042,1.208,0.341,15.072,16.241
True,BLG-1578,8-13-2015 2:42:0,24.3853053972,183.936827519,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1578.html,BLG518.22  ,18:07:31.52,-26:40:44.8,2457314.864,2015-10-19.36,53.880,0.000,16763,10.561,1.000,15.556,15.556
True,BLG-1579,8-13-2015 2:42:0,21.0572828829,183.177103549,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1579.html,BLG521.27  ,18:09:52.56,-30:02:26.0,2457330.311,2015-11-03.81,88.858,1.145,1.255,0.246,1.000,16.023,16.023
True,BLG-1601,8-13-2015 2:42:0,21.7816808197,187.057386511,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1601.html,BLG500.02  ,17:53:35.20,-29:01:49.3,2457259.437,2015-08-24.94,21.356,0.000,53811,11.827,1.000,16.735,16.735
True,BLG-1609,8-13-2015 2:42:0,24.0939715808,184.952819937,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1609.html,BLG511.29  ,18:03:17.71,-26:54:25.6,2457261.240,2015-08-26.74,23.154,0.578,1.939,0.719,1.000,16.421,16.421
True,BLG-1643,8-13-2015 2:42:0,21.5802316944,186.69365646,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1643.html,BLG505.16  ,17:55:01.64,-29:16:00.3,2457286.284,2015-09-20.78,31.391,0.000,9991.7,9.999,1.000,16.832,16.832
True,BLG-1656,8-13-2015 2:42:0,21.8424578617,192.394836829,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1656.html,BLG612.10  ,17:31:17.99,-28:13:39.3,2457267.757,2015-09-02.26,28.181,0.000,42700,11.576,1.000,16.337,16.337
True,BLG-1705,8-13-2015 2:42:0,21.2952108231,186.344127845,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1705.html,BLG505.06  ,17:56:22.85,-29:35:00.0,2457264.664,2015-08-30.16,19.031,0.000,313371,13.740,1.000,16.398,16.398
True,BLG-1739,8-13-2015 2:42:0,21.5894753585,187.363990216,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1739.html,BLG500.04  ,17:52:11.52,-29:11:22.1,2457332.803,2015-11-06.30,52.223,0.000,38896,11.475,1.000,16.861,16.861
True,BLG-1755,8-13-2015 2:42:0,23.4340404882,181.093245666,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1755.html,BLG531.22  ,18:19:02.66,-27:43:45.7,2457431.327,2016-02-12.83,99.764,0.000,12756,10.264,1.000,13.937,13.937
True,BLG-1769,8-13-2015 2:42:0,21.012205599,187.134502663,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1769.html,BLG501.20  ,17:52:52.12,-29:47:13.9,2457254.181,2015-08-19.68,11.016,0.000,34498,11.345,1.000,16.804,16.804
True,BLG-0642,8-13-2015 3:36:0,21.324181851,206.621916815,http://ogle.astrouw.edu.pl/ogle4/ews/blg-0642.html,BLG715.13  ,17:34:09.47,-24:52:57.1,2457314.420,2015-10-18.92,120.795,0.161,6.263,1.992,1.000,16.739,16.739
True,BLG-1479,8-13-2015 3:36:0,21.0435491923,196.961104225,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1479.html,BLG524.32  ,18:11:51.71,-28:03:16.4,2457266.252,2015-08-31.75,39.120,0.746,1.606,0.514,1.000,16.485,16.485
True,BLG-1578,8-13-2015 3:36:0,22.1133085238,198.352625213,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1578.html,BLG518.22  ,18:07:31.52,-26:40:44.8,2457314.864,2015-10-19.36,53.880,0.000,16763,10.561,1.000,15.556,15.556
True,BLG-1609,8-13-2015 3:36:0,21.6289252498,199.2596332,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1609.html,BLG511.29  ,18:03:17.71,-26:54:25.6,2457261.240,2015-08-26.74,23.154,0.578,1.939,0.719,1.000,16.421,16.421
True,BLG-1755,8-13-2015 3:36:0,21.748568077,195.394593873,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1755.html,BLG531.22  ,18:19:02.66,-27:43:45.7,2457431.327,2016-02-12.83,99.764,0.000,12756,10.264,1.000,13.937,13.937
True,BLG-0642,8-14-2015 0:0:0,24.3901888489,163.326130472,http://ogle.astrouw.edu.pl/ogle4/ews/blg-0642.html,BLG715.13  ,17:34:09.47,-24:52:57.1,2457314.420,2015-10-18.92,120.795,0.161,6.263,1.992,1.000,16.739,16.739
True,BLG-1656,8-14-2015 0:0:0,21.2941473686,164.865654554,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1656.html,BLG612.10  ,17:31:17.99,-28:13:39.3,2457267.757,2015-09-02.26,28.181,0.000,42700,11.576,1.000,16.337,16.337
True,BLG-0642,8-14-2015 0:54:0,24.3901888489,163.326130472,http://ogle.astrouw.edu.pl/ogle4/ews/blg-0642.html,BLG715.13  ,17:34:09.47,-24:52:57.1,2457314.420,2015-10-18.92,120.795,0.161,6.263,1.992,1.000,16.739,16.739
True,BLG-1656,8-14-2015 0:54:0,21.2941473686,164.865654554,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1656.html,BLG612.10  ,17:31:17.99,-28:13:39.3,2457267.757,2015-09-02.26,28.181,0.000,42700,11.576,1.000,16.337,16.337
True,BLG-0642,8-14-2015 1:48:0,26.2694064611,178.279602948,http://ogle.astrouw.edu.pl/ogle4/ews/blg-0642.html,BLG715.13  ,17:34:09.47,-24:52:57.1,2457314.420,2015-10-18.92,120.795,0.161,6.263,1.992,1.000,16.739,16.739
True,BLG-1473,8-14-2015 1:48:0,21.7029441854,173.327276096,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1473.html,BLG505.24  ,17:55:45.50,-29:08:48.2,2457275.233,2015-09-09.73,45.291,0.978,1.358,0.332,1.000,16.488,16.488
True,BLG-1479,8-14-2015 1:48:0,22.3145862019,169.392028965,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1479.html,BLG524.32  ,18:11:51.71,-28:03:16.4,2457266.252,2015-08-31.75,39.120,0.746,1.606,0.514,1.000,16.485,16.485
True,BLG-1516,8-14-2015 1:48:0,21.9336675462,172.477166022,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1516.html,BLG505.27  ,17:59:13.76,-28:49:50.0,2457289.136,2015-09-23.64,64.333,0.343,3.042,1.208,0.341,15.072,16.241
True,BLG-1578,8-14-2015 1:48:0,23.823002165,170.193299854,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1578.html,BLG518.22  ,18:07:31.52,-26:40:44.8,2457314.864,2015-10-19.36,53.880,0.000,16763,10.561,1.000,15.556,15.556
True,BLG-1601,8-14-2015 1:48:0,21.8660533498,173.823152197,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1601.html,BLG500.02  ,17:53:35.20,-29:01:49.3,2457259.437,2015-08-24.94,21.356,0.000,53811,11.827,1.000,16.735,16.735
True,BLG-1609,8-14-2015 1:48:0,23.7300992325,171.249650172,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1609.html,BLG511.29  ,18:03:17.71,-26:54:25.6,2457261.240,2015-08-26.74,23.154,0.578,1.939,0.719,1.000,16.421,16.421
True,BLG-1643,8-14-2015 1:48:0,21.5998616409,173.51120953,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1643.html,BLG505.16  ,17:55:01.64,-29:16:00.3,2457286.284,2015-09-20.78,31.391,0.000,9991.7,9.999,1.000,16.832,16.832
True,BLG-1656,8-14-2015 1:48:0,22.9379164323,179.056600523,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1656.html,BLG612.10  ,17:31:17.99,-28:13:39.3,2457267.757,2015-09-02.26,28.181,0.000,42700,11.576,1.000,16.337,16.337
True,BLG-1705,8-14-2015 1:48:0,21.2545403496,173.231408319,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1705.html,BLG505.06  ,17:56:22.85,-29:35:00.0,2457264.664,2015-08-30.16,19.031,0.000,313371,13.740,1.000,16.398,16.398
True,BLG-1739,8-14-2015 1:48:0,21.7360538448,174.165799076,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1739.html,BLG500.04  ,17:52:11.52,-29:11:22.1,2457332.803,2015-11-06.30,52.223,0.000,38896,11.475,1.000,16.861,16.861
True,BLG-1755,8-14-2015 1:48:0,22.3562636659,167.641214389,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1755.html,BLG531.22  ,18:19:02.66,-27:43:45.7,2457431.327,2016-02-12.83,99.764,0.000,12756,10.264,1.000,13.937,13.937
True,BLG-1769,8-14-2015 1:48:0,21.1273432022,174.067186459,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1769.html,BLG501.20  ,17:52:52.12,-29:47:13.9,2457254.181,2015-08-19.68,11.016,0.000,34498,11.345,1.000,16.804,16.804
True,BLG-0642,8-14-2015 2:42:0,25.0768662924,193.36198197,http://ogle.astrouw.edu.pl/ogle4/ews/blg-0642.html,BLG715.13  ,17:34:09.47,-24:52:57.1,2457314.420,2015-10-18.92,120.795,0.161,6.263,1.992,1.000,16.739,16.739
True,BLG-0729,8-14-2015 2:42:0,21.2761447633,184.645891107,http://ogle.astrouw.edu.pl/ogle4/ews/blg-0729.html,BLG520.05  ,18:07:34.38,-29:44:17.4,2457319.048,2015-10-23.55,92.671,0.221,4.614,1.660,1.000,16.338,16.338
True,BLG-1473,8-14-2015 2:42:0,21.6224901337,187.457037276,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1473.html,BLG505.24  ,17:55:45.50,-29:08:48.2,2457275.233,2015-09-09.73,45.291,0.978,1.358,0.332,1.000,16.488,16.488
True,BLG-1479,8-14-2015 2:42:0,23.0173859154,183.753125156,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1479.html,BLG524.32  ,18:11:51.71,-28:03:16.4,2457266.252,2015-08-31.75,39.120,0.746,1.606,0.514,1.000,16.485,16.485
True,BLG-1516,8-14-2015 2:42:0,22.0199545725,186.681678871,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1516.html,BLG505.27  ,17:59:13.76,-28:49:50.0,2457289.136,2015-09-23.64,64.333,0.343,3.042,1.208,0.341,15.072,16.241
True,BLG-1578,8-14-2015 2:42:0,24.326140619,184.901391497,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1578.html,BLG518.22  ,18:07:31.52,-26:40:44.8,2457314.864,2015-10-19.36,53.880,0.000,16763,10.561,1.000,15.556,15.556
True,BLG-1579,8-14-2015 2:42:0,21.0086214507,184.089766602,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1579.html,BLG521.27  ,18:09:52.56,-30:02:26.0,2457330.311,2015-11-03.81,88.858,1.145,1.255,0.246,1.000,16.023,16.023
True,BLG-1601,8-14-2015 2:42:0,21.6812147075,187.978808326,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1601.html,BLG500.02  ,17:53:35.20,-29:01:49.3,2457259.437,2015-08-24.94,21.356,0.000,53811,11.827,1.000,16.735,16.735
True,BLG-1609,8-14-2015 2:42:0,24.0212767188,185.912075172,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1609.html,BLG511.29  ,18:03:17.71,-26:54:25.6,2457261.240,2015-08-26.74,23.154,0.578,1.939,0.719,1.000,16.421,16.421
True,BLG-1643,8-14-2015 2:42:0,21.4846189677,187.612264618,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1643.html,BLG505.16  ,17:55:01.64,-29:16:00.3,2457286.284,2015-09-20.78,31.391,0.000,9991.7,9.999,1.000,16.832,16.832
True,BLG-1656,8-14-2015 2:42:0,21.6716445739,193.311608565,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1656.html,BLG612.10  ,17:31:17.99,-28:13:39.3,2457267.757,2015-09-02.26,28.181,0.000,42700,11.576,1.000,16.337,16.337
True,BLG-1705,8-14-2015 2:42:0,21.2042750278,187.258622861,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1705.html,BLG505.06  ,17:56:22.85,-29:35:00.0,2457264.664,2015-08-30.16,19.031,0.000,313371,13.740,1.000,16.398,16.398
True,BLG-1739,8-14-2015 2:42:0,21.4849582937,188.282210104,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1739.html,BLG500.04  ,17:52:11.52,-29:11:22.1,2457332.803,2015-11-06.30,52.223,0.000,38896,11.475,1.000,16.861,16.861
True,BLG-1755,8-14-2015 2:42:0,23.4130224572,182.043774063,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1755.html,BLG531.22  ,18:19:02.66,-27:43:45.7,2457431.327,2016-02-12.83,99.764,0.000,12756,10.264,1.000,13.937,13.937
True,BLG-1578,8-14-2015 3:36:0,21.8657481008,199.264136263,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1578.html,BLG518.22  ,18:07:31.52,-26:40:44.8,2457314.864,2015-10-19.36,53.880,0.000,16763,10.561,1.000,15.556,15.556
True,BLG-1609,8-14-2015 3:36:0,21.3699454651,200.162366128,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1609.html,BLG511.29  ,18:03:17.71,-26:54:25.6,2457261.240,2015-08-26.74,23.154,0.578,1.939,0.719,1.000,16.421,16.421
True,BLG-1755,8-14-2015 3:36:0,21.5388490008,196.305700153,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1755.html,BLG531.22  ,18:19:02.66,-27:43:45.7,2457431.327,2016-02-12.83,99.764,0.000,12756,10.264,1.000,13.937,13.937
True,BLG-0642,8-15-2015 0:0:0,24.6043742618,164.280128788,http://ogle.astrouw.edu.pl/ogle4/ews/blg-0642.html,BLG715.13  ,17:34:09.47,-24:52:57.1,2457314.420,2015-10-18.92,120.795,0.161,6.263,1.992,1.000,16.739,16.739
True,BLG-1656,8-15-2015 0:0:0,21.4887363369,165.774620534,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1656.html,BLG612.10  ,17:31:17.99,-28:13:39.3,2457267.757,2015-09-02.26,28.181,0.000,42700,11.576,1.000,16.337,16.337
True,BLG-0642,8-15-2015 0:54:0,24.6043742618,164.280128788,http://ogle.astrouw.edu.pl/ogle4/ews/blg-0642.html,BLG715.13  ,17:34:09.47,-24:52:57.1,2457314.420,2015-10-18.92,120.795,0.161,6.263,1.992,1.000,16.739,16.739
True,BLG-1656,8-15-2015 0:54:0,21.4887363369,165.774620534,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1656.html,BLG612.10  ,17:31:17.99,-28:13:39.3,2457267.757,2015-09-02.26,28.181,0.000,42700,11.576,1.000,16.337,16.337
True,BLG-0642,8-15-2015 1:48:0,26.2857804635,179.276639077,http://ogle.astrouw.edu.pl/ogle4/ews/blg-0642.html,BLG715.13  ,17:34:09.47,-24:52:57.1,2457314.420,2015-10-18.92,120.795,0.161,6.263,1.992,1.000,16.739,16.739
True,BLG-1473,8-15-2015 1:48:0,21.7860255786,174.249733432,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1473.html,BLG505.24  ,17:55:45.50,-29:08:48.2,2457275.233,2015-09-09.73,45.291,0.978,1.358,0.332,1.000,16.488,16.488
True,BLG-1479,8-15-2015 1:48:0,22.4498148222,170.32129259,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1479.html,BLG524.32  ,18:11:51.71,-28:03:16.4,2457266.252,2015-08-31.75,39.120,0.746,1.606,0.514,1.000,16.485,16.485
True,BLG-1516,8-15-2015 1:48:0,22.0280445982,173.402749115,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1516.html,BLG505.27  ,17:59:13.76,-28:49:50.0,2457289.136,2015-09-23.64,64.333,0.343,3.042,1.208,0.341,15.072,16.241
True,BLG-1578,8-15-2015 1:48:0,23.9474870178,171.146829643,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1578.html,BLG518.22  ,18:07:31.52,-26:40:44.8,2457314.864,2015-10-19.36,53.880,0.000,16763,10.561,1.000,15.556,15.556
True,BLG-1601,8-15-2015 1:48:0,21.9425068442,174.748358265,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1601.html,BLG500.02  ,17:53:35.20,-29:01:49.3,2457259.437,2015-08-24.94,21.356,0.000,53811,11.827,1.000,16.735,16.735
True,BLG-1609,8-15-2015 1:48:0,23.8405982898,172.202555538,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1609.html,BLG511.29  ,18:03:17.71,-26:54:25.6,2457261.240,2015-08-26.74,23.154,0.578,1.939,0.719,1.000,16.421,16.421
True,BLG-1643,8-15-2015 1:48:0,21.6805020996,174.432161178,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1643.html,BLG505.16  ,17:55:01.64,-29:16:00.3,2457286.284,2015-09-20.78,31.391,0.000,9991.7,9.999,1.000,16.832,16.832
True,BLG-1656,8-15-2015 1:48:0,22.9442406655,179.999591085,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1656.html,BLG612.10  ,17:31:17.99,-28:13:39.3,2457267.757,2015-09-02.26,28.181,0.000,42700,11.576,1.000,16.337,16.337
True,BLG-1705,8-15-2015 1:48:0,21.3389451421,174.146916185,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1705.html,BLG505.06  ,17:56:22.85,-29:35:00.0,2457264.664,2015-08-30.16,19.031,0.000,313371,13.740,1.000,16.398,16.398
True,BLG-1739,8-15-2015 1:48:0,21.807949257,175.089134604,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1739.html,BLG500.04  ,17:52:11.52,-29:11:22.1,2457332.803,2015-11-06.30,52.223,0.000,38896,11.475,1.000,16.861,16.861
True,BLG-1755,8-15-2015 1:48:0,22.5145293793,168.569446914,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1755.html,BLG531.22  ,18:19:02.66,-27:43:45.7,2457431.327,2016-02-12.83,99.764,0.000,12756,10.264,1.000,13.937,13.937
True,BLG-1769,8-15-2015 1:48:0,21.2006170803,174.981103792,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1769.html,BLG501.20  ,17:52:52.12,-29:47:13.9,2457254.181,2015-08-19.68,11.016,0.000,34498,11.345,1.000,16.804,16.804
True,BLG-0642,8-15-2015 2:42:0,24.8931246721,194.327396798,http://ogle.astrouw.edu.pl/ogle4/ews/blg-0642.html,BLG715.13  ,17:34:09.47,-24:52:57.1,2457314.420,2015-10-18.92,120.795,0.161,6.263,1.992,1.000,16.739,16.739
True,BLG-0729,8-15-2015 2:42:0,21.2078392896,185.56118459,http://ogle.astrouw.edu.pl/ogle4/ews/blg-0729.html,BLG520.05  ,18:07:34.38,-29:44:17.4,2457319.048,2015-10-23.55,92.671,0.221,4.614,1.660,1.000,16.338,16.338
True,BLG-1473,8-15-2015 2:42:0,21.5167349766,188.375686733,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1473.html,BLG505.24  ,17:55:45.50,-29:08:48.2,2457275.233,2015-09-09.73,45.291,0.978,1.358,0.332,1.000,16.488,16.488
True,BLG-1479,8-15-2015 2:42:0,22.9608210028,184.696000821,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1479.html,BLG524.32  ,18:11:51.71,-28:03:16.4,2457266.252,2015-08-31.75,39.120,0.746,1.606,0.514,1.000,16.485,16.485
True,BLG-1516,8-15-2015 2:42:0,21.9244559924,187.607071793,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1516.html,BLG505.27  ,17:59:13.76,-28:49:50.0,2457289.136,2015-09-23.64,64.333,0.343,3.042,1.208,0.341,15.072,16.241
True,BLG-1578,8-15-2015 2:42:0,24.2541068591,185.864401855,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1578.html,BLG518.22  ,18:07:31.52,-26:40:44.8,2457314.864,2015-10-19.36,53.880,0.000,16763,10.561,1.000,15.556,15.556
True,BLG-1601,8-15-2015 2:42:0,21.5685350653,188.897911826,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1601.html,BLG500.02  ,17:53:35.20,-29:01:49.3,2457259.437,2015-08-24.94,21.356,0.000,53811,11.827,1.000,16.735,16.735
True,BLG-1609,8-15-2015 2:42:0,23.9358071046,186.869477495,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1609.html,BLG511.29  ,18:03:17.71,-26:54:25.6,2457261.240,2015-08-26.74,23.154,0.578,1.939,0.719,1.000,16.421,16.421
True,BLG-1643,8-15-2015 2:42:0,21.3768186066,188.528671598,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1643.html,BLG505.16  ,17:55:01.64,-29:16:00.3,2457286.284,2015-09-20.78,31.391,0.000,9991.7,9.999,1.000,16.832,16.832
True,BLG-1656,8-15-2015 2:42:0,21.488899969,194.22458941,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1656.html,BLG612.10  ,17:31:17.99,-28:13:39.3,2457267.757,2015-09-02.26,28.181,0.000,42700,11.576,1.000,16.337,16.337
True,BLG-1705,8-15-2015 2:42:0,21.1011956759,188.171034305,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1705.html,BLG505.06  ,17:56:22.85,-29:35:00.0,2457264.664,2015-08-30.16,19.031,0.000,313371,13.740,1.000,16.398,16.398
True,BLG-1739,8-15-2015 2:42:0,21.3682798772,189.1980395,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1739.html,BLG500.04  ,17:52:11.52,-29:11:22.1,2457332.803,2015-11-06.30,52.223,0.000,38896,11.475,1.000,16.861,16.861
True,BLG-1755,8-15-2015 2:42:0,23.3792782369,182.993670414,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1755.html,BLG531.22  ,18:19:02.66,-27:43:45.7,2457431.327,2016-02-12.83,99.764,0.000,12756,10.264,1.000,13.937,13.937
True,BLG-1578,8-15-2015 3:36:0,21.6066897525,200.170314481,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1578.html,BLG518.22  ,18:07:31.52,-26:40:44.8,2457314.864,2015-10-19.36,53.880,0.000,16763,10.561,1.000,15.556,15.556
True,BLG-1609,8-15-2015 3:36:0,21.0996434259,201.059633856,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1609.html,BLG511.29  ,18:03:17.71,-26:54:25.6,2457261.240,2015-08-26.74,23.154,0.578,1.939,0.719,1.000,16.421,16.421
True,BLG-1755,8-15-2015 3:36:0,21.317440125,197.212252574,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1755.html,BLG531.22  ,18:19:02.66,-27:43:45.7,2457431.327,2016-02-12.83,99.764,0.000,12756,10.264,1.000,13.937,13.937
True,BLG-0642,8-16-2015 0:0:0,24.8062216364,165.23896298,http://ogle.astrouw.edu.pl/ogle4/ews/blg-0642.html,BLG715.13  ,17:34:09.47,-24:52:57.1,2457314.420,2015-10-18.92,120.795,0.161,6.263,1.992,1.000,16.739,16.739
True,BLG-1578,8-16-2015 0:0:0,21.0208549106,157.92942206,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1578.html,BLG518.22  ,18:07:31.52,-26:40:44.8,2457314.864,2015-10-19.36,53.880,0.000,16763,10.561,1.000,15.556,15.556
True,BLG-1609,8-16-2015 0:0:0,21.1075314162,158.965954833,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1609.html,BLG511.29  ,18:03:17.71,-26:54:25.6,2457261.240,2015-08-26.74,23.154,0.578,1.939,0.719,1.000,16.421,16.421
True,BLG-1656,8-16-2015 0:0:0,21.6714912477,166.687597995,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1656.html,BLG612.10  ,17:31:17.99,-28:13:39.3,2457267.757,2015-09-02.26,28.181,0.000,42700,11.576,1.000,16.337,16.337
True,BLG-0642,8-16-2015 0:54:0,24.8062216364,165.23896298,http://ogle.astrouw.edu.pl/ogle4/ews/blg-0642.html,BLG715.13  ,17:34:09.47,-24:52:57.1,2457314.420,2015-10-18.92,120.795,0.161,6.263,1.992,1.000,16.739,16.739
True,BLG-1578,8-16-2015 0:54:0,21.0208549106,157.92942206,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1578.html,BLG518.22  ,18:07:31.52,-26:40:44.8,2457314.864,2015-10-19.36,53.880,0.000,16763,10.561,1.000,15.556,15.556
True,BLG-1609,8-16-2015 0:54:0,21.1075314162,158.965954833,http://ogle.astrouw.edu.pl/ogle4/ews/blg-1609.html,BLG511.29  ,18:03:17.71,-26:54:25.6,2457261.240,2015-08-26.74,23.154,0.578,1.939,0.719,1.000,16.421,16.421
